,count,min,max,mean,Cat_0,Cat_1,Cat_2,Cat_3,Cat_4,LastPurchase,FirstPurchase
39,4,162.34,629.0600000000001,310.59,41.57973534241283,9.113300492610838,27.92427315753888,8.270549599150005,13.112141408287453,64,194
40,4,74.70000000000002,687.8900000000001,484.7625000000001,29.36489518062969,38.84324798225935,12.300868982233565,15.017663288723856,4.473324566153528,28,190
41,2,4860.640000000001,6207.079999999999,5533.860000000001,32.48835351815911,17.52501870303911,9.716906463119775,26.133115040857557,14.136606274824445,8,112
42,2,68.0,465.33,266.66499999999996,40.66900418127615,6.637541484634283,1.8900118125738288,7.003168769804812,43.80027375171096,238,238
43,3,306.14000000000004,478.50000000000006,380.96000000000004,30.25689486210276,24.795254094918104,17.48215035699286,25.90385692286154,1.5618437631247375,4,99
44,2,84.65,425.25000000000006,254.95000000000005,9.756815061776818,28.99588154540106,14.394979407727003,8.766424789174348,38.08589919592077,166,267
45,3,113.75999999999999,202.8,147.47,35.39702990438733,11.392147555435006,15.27090255645216,26.85291923781108,11.087000745914423,147,240
46,13,61.2,22775.930000000008,7763.002307692308,34.9079058726585,15.877857724157677,13.571553353217924,26.812316765232485,8.830366284733415,29,267
47,7,261.34,517.69,354.7885714285714,29.606767813426103,9.705579177940987,12.87044195335653,24.94443370699652,22.87277734827986,36,287
48,1,668.5799999999998,668.5799999999998,668.5799999999998,9.692183433545726,4.494600496574832,16.988243740464874,23.37790541146909,45.44706691794551,42,42
49,3,129.45000000000002,183.35000000000005,162.85333333333335,36.33125921074177,17.93024398231538,23.571311609628292,11.206402488947107,10.960782708367447,44,249
50,3,147.7,297.36,227.85333333333332,41.014687810872495,42.1177365556791,8.353326701386857,8.51424893206156,0.0,25,254
51,7,69.92,317.35,204.35285714285715,30.99680524582829,35.66380280607074,22.65409271078736,5.781316630198466,4.903982607115144,30,283
52,2,294.64000000000004,1466.3200000000002,880.4800000000001,20.38887879338542,40.05769580228966,1.1312011630019987,36.39492095220788,2.027303289115028,92,92
53,1,777.1999999999999,777.1999999999999,777.1999999999999,56.415337107565634,18.965517241379317,9.693772516726712,12.738033968090582,2.187339166237777,8,8
54,1,510.72999999999996,510.72999999999996,510.72999999999996,46.155502907602845,25.257964090615403,2.4866367748125233,10.39688289311378,15.703013333855464,124,124
55,1,249.50000000000006,249.50000000000006,249.50000000000006,23.807615230460918,24.408817635270537,0.0,0.0,51.783567134268516,301,301
56,7,158.39999999999998,2474.62,868.1314285714285,22.126175760088994,16.919919959453146,14.805855597901571,25.333228016824314,20.814820665731986,50,213
57,3,381.97999999999996,1137.5000000000002,827.6266666666667,14.894799587575719,19.267141384199,6.374855007088542,42.90179146797268,16.561412553164068,102,295
58,11,118.8,608.76,424.19181818181823,37.261873380610396,13.044055969533508,4.60083452811871,16.71413661486763,28.379099506869743,49,303
59,2,454.6,2862.0600000000004,1658.3300000000002,25.66135811328264,13.53047945825017,12.988970832102176,13.246760294995566,34.57243130136945,102,102
60,3,1867.9800000000002,2608.1100000000006,2131.743333333334,32.3785071060775,18.988214653734108,23.01809317256767,15.377085734211276,10.23809933340943,21,303
61,2,273.05,519.8899999999999,396.4699999999999,16.054178121926,7.067369536156584,17.655812545715946,19.824955229903903,39.39768456629758,14,190
62,2,3850.9,3978.99,3914.9449999999997,25.781205099943925,15.330994432871984,0.0,8.218506262540087,50.66929420464401,9,197
63,1,429.01,429.01,429.01,0.0,25.980746369548495,15.3842567772313,35.76839700706277,22.86659984615743,29,29
64,12,65.1,447.64000000000004,225.83416666666665,49.19575942524198,12.564529282179777,30.398411813978548,2.9224984409651635,4.918801037634548,8,261
65,1,770.0699999999998,770.0699999999998,770.0699999999998,38.92503278922696,17.86590829405119,17.912657290895638,13.927305309906895,11.369096315919336,70,70
66,1,155.55,155.55,155.55,9.643201542912246,45.515911282545815,20.25072324011572,24.59016393442623,0.0,296,296
67,3,477.07000000000005,1870.1999999999998,943.27,38.54923122047063,12.477516158328655,1.441792911891611,20.58442086217803,26.947038847131076,15,101
68,1,431.49,431.49,431.49,40.10289925606619,31.425989014809147,1.5759345523650607,14.913439477160539,11.981737699599064,173,173
69,3,687.95,922.6999999999999,793.1933333333333,21.44412039099337,22.117348439640615,5.353885979878801,25.611662562300914,25.47298262718631,21,117
70,2,96.0,101.88,98.94,56.85263796240145,32.9593693147362,10.18799272286234,0.0,0.0,86,103
71,2,2388.31,2817.5099999999998,2602.91,40.87982296737113,22.411454871662876,22.759911022663097,7.013304340142381,6.935506798160519,148,254
72,1,707.0899999999999,707.0899999999999,707.0899999999999,42.96482767398776,15.604802783238348,13.237353095079838,19.325686970541238,8.86732947715284,64,64
73,5,50.56,1683.8999999999996,467.9719999999999,28.873522347490884,13.586282940004962,41.71873530895011,11.21861991743096,4.602839486123102,3,226
74,2,780.1700000000001,1045.2299999999998,912.6999999999999,45.474416566232065,10.797633395420185,14.586392023666047,11.734414374931522,17.407143639750196,61,184
75,3,179.0,743.28,490.51,46.9103586063485,17.848090083110776,4.3383417259586965,22.021297561041912,8.881912023540124,16,169
76,2,361.9200000000001,425.48000000000013,393.7000000000001,55.7785115570231,14.439928879857758,10.896621793243586,12.40792481584963,6.477012954025907,1,214
77,1,626.8800000000002,626.8800000000002,626.8800000000002,25.226518631955074,5.647013782542113,5.3981623277182225,23.21018376722817,40.51812149055639,84,84
78,1,594.1099999999999,594.1099999999999,594.1099999999999,39.52298395919948,11.916985070104868,7.77633771523792,19.196781740755085,21.586911514702667,233,233
79,3,261.38,314.57,292.59666666666675,49.645131523485105,24.7075040727281,13.121589446222897,8.720764647580854,3.8050103099830244,105,171
80,6,30.6,168.9,102.59166666666668,72.38242222402728,12.427909999187717,0.0,0.0,15.189667776784987,36,239
81,1,410.94,410.94,410.94,25.405168637757335,29.05533654548109,25.341899060690125,12.313233075388135,7.884362680683312,99,99
82,2,184.59,472.9500000000001,328.77000000000004,36.6593667305411,31.9372205493202,13.52617331265018,12.797700520120447,5.079538887368068,117,246
83,19,29.700000000000006,1930.01,537.1031578947368,50.59549473981279,13.856791207412869,13.043461218858281,16.43759505181794,6.066657782098116,8,294
84,5,532.6000000000001,1523.3000000000009,898.3600000000002,47.32089585466849,20.33438710539205,17.62456030989803,11.251614052273027,3.4685426777683777,68,299
85,2,424.06,558.4899999999999,491.275,41.696605770698696,19.052465523383034,26.569640221871655,7.429647346191034,5.2516411378555805,44,121
86,13,7.800000000000002,721.7200000000003,299.18538461538463,41.25638592999967,29.402660043554167,20.21746228862475,7.228602795796791,1.8948889420246258,28,259
87,6,142.2,1174.07,514.12,49.006716979174776,17.346793225965406,6.496537773282503,14.743639617209995,12.406312404367334,14,242
88,3,2221.02,4189.5599999999995,2917.1766666666663,24.86102430089367,15.995831586019818,2.0357583188311072,36.81036344502048,20.297022349234936,30,231
89,3,503.68000000000006,744.2500000000003,630.9833333333335,37.30103806228373,21.902321772894158,13.199503420586911,19.35603159090308,8.241105153332098,73,266
90,8,134.82,911.21,458.9075,44.89248922713183,16.627806257252278,14.48657953944967,17.969307540190563,6.023817435975659,109,295
91,5,75.60000000000002,347.56000000000006,256.312,25.550110802459496,37.529261212896785,12.161740378913196,24.758887605730514,0.0,28,269
92,3,941.99,1241.9899999999998,1070.2166666666665,33.76699422235373,15.032781523990474,14.358774702941773,23.85498263591485,12.986466914799186,33,266
93,1,553.39,553.39,553.39,44.995392038164766,18.70290391947813,1.6697085238258733,14.248540812085508,20.383454706445725,5,5
94,1,298.93,298.93,298.93,31.59602582544408,29.103803566052257,3.3720268959288124,21.62713678787676,14.30100692469809,266,266
95,6,295.50000000000006,963.8200000000003,535.0983333333334,33.53589215689328,42.38037245490705,11.673243858605428,8.641713828299471,3.768777701294778,23,259
96,1,108.39,108.39,108.39,0.0,26.570716855798505,14.337115970107941,59.09216717409356,0.0,35,35
97,2,179.55,183.24,181.395,51.93086909782518,28.145759254665233,8.2361696849417,8.186554204911934,3.500647757655944,95,127
98,4,39.60000000000001,356.14000000000004,181.76500000000001,24.454652985998404,51.08794322339285,7.086072676257804,10.49431958847963,6.877011525871317,91,295
99,1,953.1,953.1,953.1,45.07396915328927,18.63393138180674,36.29209946490399,0.0,0.0,11,11
100,6,149.64,360.0,274.64000000000004,82.58083309059133,3.453005146130692,0.5607340518496942,5.479900961258376,7.925526750169919,36,263
101,1,1995.3899999999992,1995.3899999999992,1995.3899999999992,26.837360115065234,17.066839064042636,26.37479389993937,16.778674845518932,12.94233207543388,266,266
102,5,410.6,896.3499999999998,599.1740000000001,35.45714600433263,11.873679432018077,4.526231111496826,17.48573870027738,30.657204751875085,25,239
103,1,73.50000000000003,73.50000000000003,73.50000000000003,10.272108843537412,22.380952380952376,3.4693877551020393,26.05442176870747,37.823129251700664,162,162
104,2,362.16,643.9,503.03,42.484543665387754,14.581635290141742,31.035922310796575,11.897898733673937,0.0,64,228
105,1,158.5,158.5,158.5,0.0,0.0,16.08832807570978,62.46056782334385,21.451104100946374,214,214
106,2,217.52,597.0500000000001,407.285,28.640878009256415,6.518776777931917,5.634874841941146,31.338006555606025,27.867463815264486,72,255
107,1,532.7900000000001,532.7900000000001,532.7900000000001,53.970607556448115,13.551305392368473,28.255034816719522,4.22305223446386,0.0,42,42
108,1,1017.6800000000002,1017.6800000000002,1017.6800000000002,37.45578177816209,11.054555459476454,10.02279694992532,8.470246049838847,32.99661976259728,197,197
109,1,278.7,278.7,278.7,41.17330462863295,6.350914962325083,12.701829924650163,13.724434876210982,26.04951560818084,283,283
110,2,529.2,656.86,593.03,1.2646914995868674,68.3945162976578,30.340792202755345,0.0,0.0,7,110
111,3,361.4000000000001,749.7,597.6166666666668,36.59815377750509,31.41534428424017,11.086817078952503,12.21797696405165,8.681707895250577,3,120
112,2,288.83,470.9000000000001,379.865,42.54669422031511,24.087504771431963,13.220486225369537,10.714332723467548,9.430982059415843,7,40
113,5,185.04000000000002,871.1700000000005,458.90200000000016,41.52302670286901,16.690709563261873,15.129156116120651,16.927361397422537,9.729746220325904,9,203
114,1,545.6800000000001,545.6800000000001,545.6800000000001,38.71316522504031,36.34730977862483,6.84283829350535,12.287421199237647,5.809265503591848,72,72
115,8,102.95,186.75,131.51625,32.25171794360012,21.396595477745148,14.711109843840589,24.436143822531438,7.204432912282703,9,261
116,6,271.1,950.33,457.41333333333336,52.371669678773394,21.186162770360873,16.520433743368507,4.215734856876349,5.7059989506208835,92,263
117,1,484.3,484.3,484.3,47.28474086310139,27.008052859797647,10.406772661573404,12.234152384885402,3.066281230642164,24,24
118,3,63.79,152.4,110.23666666666668,16.69136101115781,45.70167215989841,22.835717093526046,4.490338967675607,10.28091076774213,11,255
119,4,180.00000000000003,439.53,272.3425,38.1917989296566,11.373546178066224,9.034579619413059,15.394218676849922,26.00585659601421,44,242
120,3,333.4,381.6000000000001,359.2666666666667,24.96752644275376,39.71052143254778,14.102802004082388,14.947114492484689,6.272035628131377,53,266
121,1,981.1800000000001,981.1800000000001,981.1800000000001,56.45549236633441,7.113883283393465,13.279928249658571,9.050327157096556,14.100368943516992,60,60
122,2,344.90000000000003,371.4500000000001,358.17500000000007,9.576324422419207,8.543309834578068,5.695539889718711,48.55866545682976,27.626160396454242,21,116
123,3,1085.99,1715.8500000000004,1505.8966666666665,46.201709280627924,19.351482726791797,4.83432904869524,17.09944684119539,12.51303210268965,192,263
124,13,249.48000000000002,1190.3900000000006,690.0953846153845,50.17845916506525,16.387924077385065,11.489381623944965,12.676842889054358,9.267392244550363,7,291
125,2,195.74,284.4,240.07,49.077352438872005,12.558837005873288,25.992418877827305,9.278543758070564,3.092847919356854,103,210
126,2,288.24,544.15,416.195,63.57596799577122,2.1264070928290835,9.399440166268215,10.758178257787817,14.140006487343673,5,189
127,1,656.2000000000002,656.2000000000002,656.2000000000002,26.302956415726907,35.431270953977446,18.744285278878387,19.521487351417246,0.0,7,7
128,2,20.4,131.4,75.9,39.52569169960474,20.158102766798418,40.316205533596836,0.0,0.0,127,210
129,1,67.19999999999999,67.19999999999999,67.19999999999999,100.0,0.0,0.0,0.0,0.0,96,96
130,1,824.8299999999994,824.8299999999994,824.8299999999994,37.037935089654866,14.215050374016474,13.612501970102942,15.39105027702679,19.743462289199,9,9
131,1,168.0,168.0,168.0,53.57142857142857,46.42857142857143,0.0,0.0,0.0,287,287
132,7,6.3,556.0100000000002,296.75571428571436,27.06892152756716,34.29227503141111,14.12128301777797,19.59764885981254,4.9198715634312,40,259
133,1,308.7499999999999,308.7499999999999,308.7499999999999,31.13198380566803,15.00566801619434,13.133603238866401,15.967611336032395,24.76113360323888,81,81
134,4,620.0,4146.34,2250.24,25.133319112627987,0.0,0.9065699658703071,73.96011092150171,0.0,88,301
135,2,75.60000000000002,424.60999999999996,250.105,16.633014134063696,33.46594430339258,9.66793946542452,36.834529497611015,3.398572599508207,240,249
136,1,1292.31,1292.31,1292.31,30.491909835875298,13.591166206250826,18.51103837314576,31.13030155303294,6.275584031695182,73,73
137,1,238.85000000000002,238.85000000000002,238.85000000000002,9.79694368850743,12.68578605819552,26.12518316935315,32.42620891773079,18.965878166213102,232,232
138,4,334.64,596.0000000000001,444.4675,33.860743473932295,40.18966516111978,9.477633347770086,9.744806988137492,6.7271510290403675,11,128
139,1,402.9000000000001,402.9000000000001,402.9000000000001,48.957557706626936,13.17944899478779,0.0,14.743112434847355,23.119880863737897,191,191
140,1,145.92000000000002,145.92000000000002,145.92000000000002,52.63157894736842,24.259868421052637,3.453947368421052,12.129934210526319,7.524671052631579,218,218
141,1,297.65000000000003,297.65000000000003,297.65000000000003,31.009575004199558,0.0,27.1123803124475,22.795229296153195,19.082815387199727,16,16
142,9,56.4,1506.0999999999992,764.4044444444444,39.1440540493398,16.161892192033307,8.333866306957924,16.681105406678256,19.679082044990732,26,299
143,15,60.650000000000006,222.68,109.712,29.59809926595692,21.75878664138837,10.74084876768266,22.203587574741146,15.698677750230909,22,182
144,1,248.35,248.35,248.35,72.39782564928528,6.160660358365211,15.462049526877392,5.979464465472116,0.0,51,51
145,1,160.54000000000002,160.54000000000002,160.54000000000002,15.51638221004111,58.02292263610315,14.096175407998004,6.166687429924006,6.197832315933723,157,157
146,1,182.45000000000002,182.45000000000002,182.45000000000002,8.22143052891203,53.65853658536586,0.0,27.21293505069882,10.907097835023292,245,245
147,4,154.8,275.70000000000005,234.13750000000002,60.70044311569056,11.366184400192196,17.378677059420212,9.492285515989536,1.06240990870749,25,234
148,1,195.89,195.89,195.89,47.373525958446066,13.349328704885394,17.606820154168158,14.77870233294196,6.891622849558426,289,289
149,1,1412.6600000000003,1412.6600000000003,1412.6600000000003,34.131355032350314,27.993289255730318,9.683858819531945,20.82242011524358,7.369076777143826,260,260
150,1,374.71999999999997,374.71999999999997,374.71999999999997,42.78394534585824,18.49380871050385,19.828138343296327,10.407771135781383,8.486336464560205,8,8
151,1,379.7,379.7,379.7,51.119304714248095,14.80115880958652,19.699762970766393,9.165130366078483,5.214643139320517,176,176
152,2,165.15999999999997,186.20000000000002,175.68,22.928051001821494,27.851775956284158,28.927595628415297,20.29257741347905,0.0,168,218
153,11,225.1,801.8600000000001,420.4909090909092,33.7075712370822,15.793228693734592,23.114541445064205,23.138539369568033,4.246119254550956,0,303
154,4,125.16,362.68000000000006,216.485,11.321800586645725,8.176086102963257,0.0,37.27740952029009,43.22470379010092,10,210
155,2,669.25,1154.85,912.05,41.6101090948961,10.295488185954719,22.791513623156625,8.98799407927197,16.314895016720577,164,281
156,1,113.5,113.5,113.5,70.7488986784141,0.0,29.2511013215859,0.0,0.0,74,74
157,1,9341.260000000004,9341.260000000004,9341.260000000004,15.763398085483104,20.380548234392357,8.465667372495783,24.9827111117772,30.407675195851514,141,141
158,1,368.8499999999999,368.8499999999999,368.8499999999999,30.77131625321947,24.481496543310296,24.88816592110615,12.850752338348927,7.008268944015185,247,247
159,2,187.8,213.8,200.8,70.89143426294822,5.826693227091632,23.28187250996016,0.0,0.0,22,143
160,3,85.8,200.00000000000003,127.36666666666667,84.16644857367181,5.495943470295734,0.0,0.0,10.337607956032452,38,148
161,7,42.96,721.9500000000002,342.8428571428572,37.314054752281336,46.875286470269586,6.197758239926662,6.806533605566897,2.8063669319554974,51,252
162,1,213.95,213.95,213.95,5.889226454779154,23.440056087871007,27.903715821453613,33.46576302874503,9.301238607151204,172,172
163,2,432.15000000000003,651.1599999999999,541.655,15.735108140790723,21.026299027979068,16.903748696125763,25.500549242599075,20.83429489250538,113,198
164,4,280.6400000000001,592.4600000000002,431.93500000000006,36.73585145913158,17.99229050667346,24.059175570398317,12.009908898329611,9.202773565467025,1,214
165,6,60.60000000000001,165.86,121.83999999999999,36.24972641715912,10.013131976362445,47.5815276865835,6.155613919894944,0.0,56,234
166,9,58.5,373.94,220.60666666666668,10.150796289021184,9.093106887068993,2.6281063330412096,5.026542967372801,73.10144752349582,14,301
167,5,50.1,126.25999999999999,97.412,42.08311091036012,39.789758961934886,5.223175789430459,6.159405412064221,6.744548926210323,119,262
168,2,75.67999999999999,160.5,118.09,46.489965280718096,11.9400457278347,28.994834448302136,12.57515454314506,0.0,9,191
169,3,251.93000000000004,422.8,321.6166666666667,26.2672954345235,26.06208218894129,14.934963984038971,16.935274913198946,15.800383479297297,8,248
170,2,269.5,826.95,548.225,43.31706872178393,18.06283916275252,12.221259519357927,14.12285101919832,12.275981576907292,36,56
171,1,668.04,668.04,668.04,3.5925992455541587,31.390335908029463,12.879468295311657,17.805820010777797,34.33177654032693,4,4
172,3,139.03000000000003,749.6600000000002,445.50666666666683,21.728069912908147,49.46278394636818,9.108730134977403,17.253763505222512,2.4466525005237476,127,192
173,1,315.59999999999997,315.59999999999997,315.59999999999997,12.024714828897341,9.695817490494298,0.0,35.07604562737643,43.20342205323195,207,207
174,2,522.65,580.7400000000002,551.6950000000002,27.977415057232697,35.40905754085137,14.613146756813093,13.000842857013383,8.99953778808943,1,98
175,2,219.60000000000005,421.7,320.65000000000003,40.94807422423203,9.917355371900827,6.362077031030718,3.087478559176672,39.685014813659755,25,227
176,6,181.8,597.9999999999999,359.11666666666656,25.665753933262174,24.550981575161277,43.99127488745535,0.0,5.791989604121225,7,183
177,2,377.66,561.66,469.65999999999997,47.121321807264835,17.9172167099604,13.552357024230293,13.733339011199591,7.6757654473448875,10,134
178,17,49.8,1065.8,596.1788235294119,29.59820582849205,37.67543098004546,12.870003473099265,10.719247284667844,9.137112433695375,11,295
179,1,162.10000000000002,162.10000000000002,162.10000000000002,35.81122763726094,33.18938926588526,12.58482418260333,18.414558914250463,0.0,162,162
180,1,269.1,269.1,269.1,30.732069862504645,39.68784838350056,22.222222222222218,7.357859531772575,0.0,206,206
181,2,263.94,305.19,284.565,37.83845518598562,10.542406831479628,18.14699629258693,12.888092351483845,20.584049338463974,36,107
182,2,823.1999999999999,1551.0199999999998,1187.11,35.03887592556713,32.22110840612918,18.21313947317435,8.390123914380302,6.136752280749046,141,249
183,6,54.3,1011.0599999999997,684.3683333333333,30.273171610804123,34.43613453768805,9.891359672301224,14.862854067376,10.536480111830617,42,256
184,4,402.1600000000001,765.2600000000001,623.4575,44.80618165632782,26.955325743936044,9.035098623402558,15.979437251135806,3.2239567251977888,26,70
185,3,180.4,904.82,570.6500000000001,15.736440900727237,30.209994450772516,23.220304331318083,12.544174771459446,18.289085545722713,59,217
186,2,629.6399999999999,879.5399999999996,754.5899999999997,38.15913277408926,26.197007646536548,19.817384274904263,10.101512079407364,5.72496322506262,19,84
187,7,4.63,1408.68,785.2714285714285,34.9520638905565,16.5540577416362,10.877949389655987,23.58602121195583,14.029907766195493,21,253
188,1,366.1000000000001,366.1000000000001,366.1000000000001,47.59628516798688,24.829281617044526,4.916689429117726,15.596831466812343,7.060912319038513,168,168
189,1,674.5899999999999,674.5899999999999,674.5899999999999,26.660638313642366,21.530114588120195,3.735602365881499,31.18931499132807,16.884329741027887,11,11
190,1,145.9,145.9,145.9,36.49760109664154,20.973269362577106,9.047292666209731,21.83002056202879,11.651816312542836,45,45
191,1,330.45000000000005,330.45000000000005,330.45000000000005,59.176880012104704,12.873354516568314,27.949765471326977,0.0,0.0,37,37
192,6,162.48000000000002,1067.22,506.94,37.47978064465222,42.924211938296445,4.308202154101077,0.0,15.287805262950252,58,262
193,1,477.9100000000001,477.9100000000001,477.9100000000001,38.90899960243559,3.1261116109727767,20.782155635998407,30.06842292481847,7.114310225774727,59,59
194,3,351.30000000000007,456.1599999999999,400.3533333333333,43.43663097597123,36.50109070321218,15.915940918855012,4.146337401961601,0.0,39,246
195,11,67.5,506.8,261.9745454545455,29.248157350471242,26.797884596699195,6.063045681051594,27.678261593770387,10.212650778007578,8,299
196,1,300.05,300.05,300.05,40.859856690551574,9.798366938843529,12.464589235127479,11.064822529578404,25.81236460589902,84,84
197,3,15.3,339.0,189.83666666666667,16.540534845744588,57.45992168706433,23.392038770170853,2.6075046970202456,0.0,37,142
198,1,114.0,114.0,114.0,13.157894736842104,0.0,42.63157894736842,28.552631578947373,15.657894736842106,264,264
199,1,793.9799999999998,793.9799999999998,793.9799999999998,36.84979470515631,24.82430287916574,13.70311594750498,14.723292778155624,9.899493690017383,261,261
200,2,779.1,1430.75,1104.925,50.772676878521175,14.086023938276353,8.485643821978869,14.19327103649569,12.462384324727923,78,226
201,3,48.1,148.60000000000002,100.58333333333336,44.043082021541004,35.50952775476387,5.633802816901407,9.892294946147471,4.92129246064623,127,225
202,4,469.2,1089.0700000000002,776.355,54.01362778625758,25.014329784699008,2.6894912765423036,11.906602005525823,6.375949146975287,2,163
203,1,526.94,526.94,526.94,22.16571146620108,30.959881580445597,10.096026113029946,15.97904884806619,20.79933199225718,8,8
204,7,243.48000000000002,457.6800000000001,343.56571428571436,31.672044441487586,35.543626505222534,11.438859689974052,13.26009580200918,8.085373561306632,37,303
205,4,279.6,602.0,509.27,0.9719795000687259,2.253225204704774,0.9719795000687259,95.80281579515777,0.0,17,252
206,1,45.0,45.0,45.0,100.0,0.0,0.0,0.0,0.0,254,254
207,3,397.87,1122.0,801.2233333333334,36.8815186776887,17.85769261171459,4.747739914380926,24.472993380954954,16.040055415260827,189,285
208,2,399.43,1028.3000000000002,713.8650000000001,40.02227311886701,17.712732799618973,23.301324480118783,13.12923311830668,5.834436483088537,80,186
209,3,357.3400000000001,579.05,496.8233333333333,40.11486309687549,26.144102195951614,9.527196119344906,9.158185002046334,15.055653585781666,28,162
210,1,225.9,225.9,225.9,7.702523240371844,41.76626826029216,4.515272244355909,9.9601593625498,36.05577689243029,259,259
211,1,220.90000000000003,220.90000000000003,220.90000000000003,30.556813037573562,21.118153010411948,22.204617473970117,6.790402897238569,19.330013580805794,256,256
